country_name,country_code,indicator_name,indicator_code,value,year
Turkmenistan,TKM,Wittgenstein Projection: Percentage of the population age 20-24 by highest level of educational attainment. Upper Secondary. Male,PRJ.ATT.2024.3.MA,0.86,2050
Vanuatu,VUT,Wittgenstein Projection: Mean years of schooling. Age 20-64. Total,PRJ.MYS.2064.MF,9.8,2050
Vanuatu,VUT,Wittgenstein Projection: Mean years of schooling. Age 65+. Total,PRJ.MYS.65UP.MF,7.3,2050
Vanuatu,VUT,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Incomplete Primary. Total,PRJ.ATT.15UP.S1.MF,0.08,2050
Vanuatu,VUT,Wittgenstein Projection: Percentage of the population age 20-24 by highest level of educational attainment. Primary. Female,PRJ.ATT.2024.1.FE,0.21,2050
Lebanon,LBN,Wittgenstein Projection: Population age 20-24 in thousands by highest level of educational attainment. Lower Secondary. Male,PRJ.POP.2024.2.MA,7.04,2050
Lebanon,LBN,Wittgenstein Projection: Population age 25-29 in thousands by highest level of educational attainment. Upper Secondary. Female,PRJ.POP.2529.3.FE,45.35,2050
Liberia,LBR,Wittgenstein Projection: Mean years of schooling. Age 20-39. Total,PRJ.MYS.2039.MF,6.2,2050
Liberia,LBR,Wittgenstein Projection: Population age 15-19 in thousands by highest level of educational attainment. No Education. Total,PRJ.POP.1519.NED.MF,187.16,2050
Aruba,ABW,Wittgenstein Projection: Percentage of the population age 25+ by highest level of educational attainment. No Education. Male,PRJ.ATT.25UP.NED.MA,0.02,2050
French Polynesia,PYF,Wittgenstein Projection: Mean years of schooling. Age 80+. Total,PRJ.MYS.80UP.MF,10.5,2050
French Polynesia,PYF,Wittgenstein Projection: Percentage of the population age 80+ by highest level of educational attainment. No Education. Female,PRJ.ATT.80UP.NED.FE,0.02,2050
Gabon,GAB,Wittgenstein Projection: Population age 15-19 in thousands by highest level of educational attainment. Lower Secondary. Total,PRJ.POP.1519.2.MF,73.26,2050
Gabon,GAB,Wittgenstein Projection: Population age 25-29 in thousands by highest level of educational attainment. Post Secondary. Male,PRJ.POP.2529.4.MA,10.08,2050
Georgia,GEO,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Upper Secondary. Male,PRJ.ATT.15UP.3.MA,0.35,2050
Georgia,GEO,Wittgenstein Projection: Percentage of the population age 25+ by highest level of educational attainment. Lower Secondary. Total,PRJ.ATT.25UP.2.MF,0.02,2050
Georgia,GEO,Wittgenstein Projection: Population in thousands by highest level of educational attainment. Primary. Female,PRJ.POP.ALL.1.FE,10.86,2050
Montenegro,MNE,Wittgenstein Projection: Percentage of the population age 20-64 by highest level of educational attainment. Post Secondary. Total,PRJ.ATT.2064.4.MF,0.24,2050
Montenegro,MNE,Wittgenstein Projection: Percentage of the population age 20-64 by highest level of educational attainment. Upper Secondary. Total,PRJ.ATT.2064.3.MF,0.72,2050
Montenegro,MNE,Wittgenstein Projection: Population age 25-29 in thousands by highest level of educational attainment. Primary. Total,PRJ.POP.2529.1.MF,0.03,2050
Montenegro,MNE,Wittgenstein Projection: Population in thousands by highest level of educational attainment. Upper Secondary. Total,PRJ.POP.ALL.3.MF,409.14,2050
Equatorial Guinea,GNQ,Wittgenstein Projection: Mean years of schooling. Age 0-19. Female,PRJ.MYS.0T19.FE,2.5,2050
Equatorial Guinea,GNQ,Wittgenstein Projection: Mean years of schooling. Age 15+. Total,PRJ.MYS.15UP.MF,10.9,2050
Equatorial Guinea,GNQ,Wittgenstein Projection: Percentage of the population age 25-29 by highest level of educational attainment. Post Secondary. Male,PRJ.ATT.2529.4.MA,0.15,2050
Ethiopia,ETH,Wittgenstein Projection: Percentage of the total population by highest level of educational attainment. Incomplete Primary. Female,PRJ.ATT.ALL.S1.FE,0.1,2050
Ethiopia,ETH,Wittgenstein Projection: Percentage of the total population by highest level of educational attainment. No Education. Male,PRJ.ATT.ALL.NED.MA,0.1,2050
Vanuatu,VUT,Wittgenstein Projection: Percentage of the population age 60+ by highest level of educational attainment. Incomplete Primary. Male,PRJ.ATT.60UP.S1.MA,0.16,2050
Vanuatu,VUT,Wittgenstein Projection: Population in thousands by highest level of educational attainment. Upper Secondary. Female,PRJ.POP.ALL.3.FE,48.09,2050
Vietnam,VNM,Wittgenstein Projection: Percentage of the population age 80+ by highest level of educational attainment. Lower Secondary. Total,PRJ.ATT.80UP.2.MF,0.37,2050
Vietnam,VNM,Wittgenstein Projection: Percentage of the total population by highest level of educational attainment. Primary. Female,PRJ.ATT.ALL.1.FE,0.19,2050
Vietnam,VNM,Wittgenstein Projection: Population in thousands by highest level of educational attainment. Post Secondary. Female,PRJ.POP.ALL.4.FE,6205.8,2050
Zimbabwe,ZWE,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Primary. Female,PRJ.ATT.15UP.1.FE,0.08,2050
Zimbabwe,ZWE,Wittgenstein Projection: Percentage of the population age 20-64 by highest level of educational attainment. Upper Secondary. Total,PRJ.ATT.2064.3.MF,0.77,2050
Zimbabwe,ZWE,Wittgenstein Projection: Percentage of the population age 60+ by highest level of educational attainment. Upper Secondary. Total,PRJ.ATT.60UP.3.MF,0.6,2050
Tajikistan,TJK,Wittgenstein Projection: Mean years of schooling. Age 15+. Male,PRJ.MYS.15UP.MA,11.4,2050
Tajikistan,TJK,Wittgenstein Projection: Mean years of schooling. Age 25-29. Total,PRJ.MYS.2529.MF,11.7,2050
Tajikistan,TJK,Wittgenstein Projection: Percentage of the population age 25-29 by highest level of educational attainment. Incomplete Primary. Male,PRJ.ATT.2529.S1.MA,0.0,2050
Tajikistan,TJK,Wittgenstein Projection: Percentage of the total population by highest level of educational attainment. Post Secondary. Female,PRJ.ATT.ALL.4.FE,0.11,2050
Tajikistan,TJK,Wittgenstein Projection: Population in thousands by highest level of educational attainment. Lower Secondary. Total,PRJ.POP.ALL.2.MF,658.83,2050
Thailand,THA,Wittgenstein Projection: Population age 15-19 in thousands by highest level of educational attainment. Lower Secondary. Female,PRJ.POP.1519.2.FE,628.81,2050
Thailand,THA,Wittgenstein Projection: Population age 25-29 in thousands by highest level of educational attainment. Upper Secondary. Female,PRJ.POP.2529.3.FE,673.89,2050
Timor-Leste,TLS,Wittgenstein Projection: Mean years of schooling. Age 20-39. Male,PRJ.MYS.2039.MA,11.8,2050
Timor-Leste,TLS,Wittgenstein Projection: Mean years of schooling. Age 25-29. Female,PRJ.MYS.2529.FE,11.8,2050
Tonga,TON,Wittgenstein Projection: Percentage of the population age 20-24 by highest level of educational attainment. Post Secondary. Female,PRJ.ATT.2024.4.FE,0.28,2050
Tonga,TON,Wittgenstein Projection: Percentage of the population age 40-64 by highest level of educational attainment. Post Secondary. Male,PRJ.ATT.4064.4.MA,0.22,2050
Trinidad and Tobago,TTO,Wittgenstein Projection: Percentage of the population age 20-64 by highest level of educational attainment. No Education. Male,PRJ.ATT.2064.NED.MA,0.0,2050
Trinidad and Tobago,TTO,Wittgenstein Projection: Population age 25-29 in thousands by highest level of educational attainment. Post Secondary. Total,PRJ.POP.2529.4.MF,9.58,2050
Jamaica,JAM,Wittgenstein Projection: Percentage of the population age 20-39 by highest level of educational attainment. Primary. Total,PRJ.ATT.2039.1.MF,0.05,2050
Jamaica,JAM,Wittgenstein Projection: Percentage of the population age 80+ by highest level of educational attainment. Incomplete Primary. Male,PRJ.ATT.80UP.S1.MA,0.04,2050
Jamaica,JAM,Wittgenstein Projection: Population age 20-24 in thousands by highest level of educational attainment. Incomplete Primary. Total,PRJ.POP.2024.S1.MF,0.45,2050
Jamaica,JAM,Wittgenstein Projection: Population age 25-29 in thousands by highest level of educational attainment. No Education. Total,PRJ.POP.2529.NED.MF,0.06,2050
Kenya,KEN,Wittgenstein Projection: Mean years of schooling. Age 65+. Female,PRJ.MYS.65UP.FE,8.9,2050
Kenya,KEN,Wittgenstein Projection: Percentage of the population age 20-64 by highest level of educational attainment. Primary. Female,PRJ.ATT.2064.1.FE,0.05,2050
Kenya,KEN,Wittgenstein Projection: Percentage of the population age 80+ by highest level of educational attainment. Incomplete Primary. Total,PRJ.ATT.80UP.S1.MF,0.16,2050
Kenya,KEN,Wittgenstein Projection: Percentage of the total population by highest level of educational attainment. Primary. Female,PRJ.ATT.ALL.1.FE,0.07,2050
"Macedonia, FYR",MKD,Wittgenstein Projection: Percentage of the population age 20-64 by highest level of educational attainment. Post Secondary. Total,PRJ.ATT.2064.4.MF,0.21,2050
"Macedonia, FYR",MKD,Wittgenstein Projection: Percentage of the population age 25+ by highest level of educational attainment. Primary. Female,PRJ.ATT.25UP.1.FE,0.03,2050
"Macedonia, FYR",MKD,Wittgenstein Projection: Percentage of the population age 40-64 by highest level of educational attainment. No Education. Male,PRJ.ATT.4064.NED.MA,0.0,2050
"Macedonia, FYR",MKD,Wittgenstein Projection: Percentage of the population age 40-64 by highest level of educational attainment. Primary. Total,PRJ.ATT.4064.1.MF,0.02,2050
"Macedonia, FYR",MKD,Wittgenstein Projection: Population age 15-19 in thousands by highest level of educational attainment. Post Secondary. Male,PRJ.POP.1519.4.MA,0.04,2050
Madagascar,MDG,Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. No Education. Male,PRJ.ATT.1519.NED.MA,0.12,2050
Madagascar,MDG,Wittgenstein Projection: Percentage of the population age 20-24 by highest level of educational attainment. Incomplete Primary. Female,PRJ.ATT.2024.S1.FE,0.22,2050
Madagascar,MDG,Wittgenstein Projection: Percentage of the population age 20-39 by highest level of educational attainment. Upper Secondary. Male,PRJ.ATT.2039.3.MA,0.1,2050
Madagascar,MDG,Wittgenstein Projection: Percentage of the population age 25+ by highest level of educational attainment. Incomplete Primary. Total,PRJ.ATT.25UP.S1.MF,0.29,2050
Madagascar,MDG,Wittgenstein Projection: Percentage of the population age 25+ by highest level of educational attainment. Lower Secondary. Female,PRJ.ATT.25UP.2.FE,0.13,2050
Maldives,MDV,Wittgenstein Projection: Mean years of schooling. Age 25-29. Female,PRJ.MYS.2529.FE,11.4,2050
Maldives,MDV,Wittgenstein Projection: Mean years of schooling. Age 40-64. Total,PRJ.MYS.4064.MF,10.1,2050
Maldives,MDV,Wittgenstein Projection: Percentage of the population age 60+ by highest level of educational attainment. Lower Secondary. Female,PRJ.ATT.60UP.2.FE,0.35,2050
Maldives,MDV,Wittgenstein Projection: Percentage of the population age 60+ by highest level of educational attainment. No Education. Female,PRJ.ATT.60UP.NED.FE,0.09,2050
Maldives,MDV,Wittgenstein Projection: Percentage of the population age 60+ by highest level of educational attainment. Post Secondary. Female,PRJ.ATT.60UP.4.FE,0.07,2050
Guinea,GIN,Wittgenstein Projection: Percentage of the population age 20-39 by highest level of educational attainment. No Education. Female,PRJ.ATT.2039.NED.FE,0.23,2050
Guinea,GIN,Wittgenstein Projection: Percentage of the population age 25-29 by highest level of educational attainment. Lower Secondary. Male,PRJ.ATT.2529.2.MA,0.3,2050
Guinea,GIN,Wittgenstein Projection: Population age 25-29 in thousands by highest level of educational attainment. Primary. Male,PRJ.POP.2529.1.MA,128.76,2050
Guinea-Bissau,GNB,Wittgenstein Projection: Mean Years of Schooling. Age 15+. Gender Gap,PRJ.MYS.15UP.GPI,1.09,2050
Guinea-Bissau,GNB,Wittgenstein Projection: Mean years of schooling. Age 20-39. Female,PRJ.MYS.2039.FE,8.4,2050
Haiti,HTI,Wittgenstein Projection: Percentage of the population age 20-39 by highest level of educational attainment. Lower Secondary. Male,PRJ.ATT.2039.2.MA,0.23,2050
Haiti,HTI,Wittgenstein Projection: Percentage of the population age 20-39 by highest level of educational attainment. Upper Secondary. Female,PRJ.ATT.2039.3.FE,0.5,2050
Haiti,HTI,Wittgenstein Projection: Percentage of the population age 20-64 by highest level of educational attainment. No Education. Total,PRJ.ATT.2064.NED.MF,0.02,2050
Haiti,HTI,Wittgenstein Projection: Percentage of the population age 60+ by highest level of educational attainment. No Education. Female,PRJ.ATT.60UP.NED.FE,0.15,2050
Honduras,HND,Wittgenstein Projection: Population in thousands by highest level of educational attainment. Primary. Male,PRJ.POP.ALL.1.MA,1860.76,2050
Myanmar,MMR,Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. Lower Secondary. Female,PRJ.ATT.1519.2.FE,0.19,2050
Myanmar,MMR,Wittgenstein Projection: Percentage of the population age 60+ by highest level of educational attainment. Incomplete Primary. Total,PRJ.ATT.60UP.S1.MF,0.04,2050
Myanmar,MMR,Wittgenstein Projection: Percentage of the population age 80+ by highest level of educational attainment. Lower Secondary. Female,PRJ.ATT.80UP.2.FE,0.18,2050
Namibia,NAM,Wittgenstein Projection: Percentage of the population age 20-24 by highest level of educational attainment. Incomplete Primary. Male,PRJ.ATT.2024.S1.MA,0.03,2050
Namibia,NAM,Wittgenstein Projection: Percentage of the total population by highest level of educational attainment. Primary. Total,PRJ.ATT.ALL.1.MF,0.07,2050
New Caledonia,NCL,Wittgenstein Projection: Population age 20-24 in thousands by highest level of educational attainment. No Education. Male,PRJ.POP.2024.NED.MA,0.02,2050
"Bahamas, The",BHS,Wittgenstein Projection: Percentage of the population age 20-24 by highest level of educational attainment. Incomplete Primary. Male,PRJ.ATT.2024.S1.MA,0.0,2050
"Bahamas, The",BHS,Wittgenstein Projection: Population age 25-29 in thousands by highest level of educational attainment. Lower Secondary. Total,PRJ.POP.2529.2.MF,12.72,2050
Belarus,BLR,Wittgenstein Projection: Mean years of schooling. Age 20-24. Female,PRJ.MYS.2024.FE,11.6,2050
Belarus,BLR,Wittgenstein Projection: Percentage of the population age 20-39 by highest level of educational attainment. No Education. Female,PRJ.ATT.2039.NED.FE,0.0,2050
Belarus,BLR,Wittgenstein Projection: Percentage of the population age 25+ by highest level of educational attainment. Incomplete Primary. Total,PRJ.ATT.25UP.S1.MF,0.0,2050
Belarus,BLR,Wittgenstein Projection: Percentage of the population age 40-64 by highest level of educational attainment. Incomplete Primary. Male,PRJ.ATT.4064.S1.MA,0.0,2050
Belarus,BLR,Wittgenstein Projection: Population age 20-24 in thousands by highest level of educational attainment. Primary. Total,PRJ.POP.2024.1.MF,0.0,2050
Belarus,BLR,Wittgenstein Projection: Population in thousands by highest level of educational attainment. Incomplete Primary. Male,PRJ.POP.ALL.S1.MA,0.81,2050
Bhutan,BTN,Wittgenstein Projection: Percentage of the population age 25+ by highest level of educational attainment. Incomplete Primary. Total,PRJ.ATT.25UP.S1.MF,0.09,2050
Bhutan,BTN,Wittgenstein Projection: Percentage of the population age 25+ by highest level of educational attainment. Primary. Female,PRJ.ATT.25UP.1.FE,0.03,2050
Bhutan,BTN,Wittgenstein Projection: Population age 20-24 in thousands by highest level of educational attainment. Post Secondary. Male,PRJ.POP.2024.4.MA,6.96,2050
Brazil,BRA,Wittgenstein Projection: Percentage of the population age 25-29 by highest level of educational attainment. Incomplete Primary. Male,PRJ.ATT.2529.S1.MA,0.0,2050
Russian Federation,RUS,Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. Upper Secondary. Male,PRJ.ATT.1519.3.MA,0.59,2050
Russian Federation,RUS,Wittgenstein Projection: Percentage of the population age 20-39 by highest level of educational attainment. No Education. Male,PRJ.ATT.2039.NED.MA,0.0,2050
Russian Federation,RUS,Wittgenstein Projection: Percentage of the population age 25-29 by highest level of educational attainment. Upper Secondary. Total,PRJ.ATT.2529.3.MF,0.6,2050
Russian Federation,RUS,Wittgenstein Projection: Percentage of the total population by highest level of educational attainment. No Education. Female,PRJ.ATT.ALL.NED.FE,0.0,2050
Russian Federation,RUS,Wittgenstein Projection: Population age 20-24 in thousands by highest level of educational attainment. Lower Secondary. Female,PRJ.POP.2024.2.FE,203.45,2050
Russian Federation,RUS,Wittgenstein Projection: Population age 20-24 in thousands by highest level of educational attainment. Lower Secondary. Male,PRJ.POP.2024.2.MA,246.19,2050
Russian Federation,RUS,Wittgenstein Projection: Population in thousands by highest level of educational attainment. Post Secondary. Female,PRJ.POP.ALL.4.FE,17825.76,2050
Sao Tome and Principe,STP,Wittgenstein Projection: Mean years of schooling. Age 25-29. Female,PRJ.MYS.2529.FE,8.1,2050
Sao Tome and Principe,STP,Wittgenstein Projection: Percentage of the population age 40-64 by highest level of educational attainment. Primary. Female,PRJ.ATT.4064.1.FE,0.42,2050
Saudi Arabia,SAU,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Primary. Male,PRJ.ATT.15UP.1.MA,0.05,2050
Saudi Arabia,SAU,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Upper Secondary. Male,PRJ.ATT.15UP.3.MA,0.31,2050
Saudi Arabia,SAU,Wittgenstein Projection: Percentage of the total population by highest level of educational attainment. No Education. Male,PRJ.ATT.ALL.NED.MA,0.01,2050
Saudi Arabia,SAU,Wittgenstein Projection: Population age 25-29 in thousands by highest level of educational attainment. Post Secondary. Total,PRJ.POP.2529.4.MF,2348.2,2050
Serbia,SRB,Wittgenstein Projection: Mean years of schooling. Age 0-19. Total,PRJ.MYS.0T19.MF,2.6,2050
Serbia,SRB,Wittgenstein Projection: Percentage of the population age 80+ by highest level of educational attainment. Primary. Total,PRJ.ATT.80UP.1.MF,0.02,2050
Sierra Leone,SLE,Wittgenstein Projection: Percentage of the population age 25+ by highest level of educational attainment. Post Secondary. Male,PRJ.ATT.25UP.4.MA,0.08,2050
Singapore,SGP,Wittgenstein Projection: Percentage of the total population by highest level of educational attainment. No Education. Female,PRJ.ATT.ALL.NED.FE,0.0,2050
Singapore,SGP,Wittgenstein Projection: Percentage of the total population by highest level of educational attainment. No Education. Male,PRJ.ATT.ALL.NED.MA,0.0,2050
South Africa,ZAF,Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. Incomplete Primary. Total,PRJ.ATT.1519.S1.MF,0.0,2050
South Africa,ZAF,Wittgenstein Projection: Percentage of the total population by highest level of educational attainment. Post Secondary. Total,PRJ.ATT.ALL.4.MF,0.06,2050
South Africa,ZAF,Wittgenstein Projection: Population age 20-24 in thousands by highest level of educational attainment. Post Secondary. Male,PRJ.POP.2024.4.MA,117.65,2050
Nigeria,NGA,Wittgenstein Projection: Percentage of the total population by highest level of educational attainment. Incomplete Primary. Male,PRJ.ATT.ALL.S1.MA,0.01,2050
Pakistan,PAK,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Upper Secondary. Female,PRJ.ATT.15UP.3.FE,0.37,2050
Pakistan,PAK,Wittgenstein Projection: Percentage of the population age 80+ by highest level of educational attainment. Incomplete Primary. Male,PRJ.ATT.80UP.S1.MA,0.06,2050
Pakistan,PAK,Wittgenstein Projection: Population age 15-19 in thousands by highest level of educational attainment. Lower Secondary. Total,PRJ.POP.1519.2.MF,7594.24,2050
Cabo Verde,CPV,Wittgenstein Projection: Percentage of the population age 20-24 by highest level of educational attainment. Lower Secondary. Male,PRJ.ATT.2024.2.MA,0.34,2050
Cabo Verde,CPV,Wittgenstein Projection: Percentage of the population age 25-29 by highest level of educational attainment. Upper Secondary. Female,PRJ.ATT.2529.3.FE,0.25,2050
Canada,CAN,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. No Education. Male,PRJ.ATT.15UP.NED.MA,0.0,2050
Canada,CAN,Wittgenstein Projection: Percentage of the population age 20-39 by highest level of educational attainment. Post Secondary. Male,PRJ.ATT.2039.4.MA,0.71,2050
Canada,CAN,Wittgenstein Projection: Percentage of the population age 25+ by highest level of educational attainment. Lower Secondary. Female,PRJ.ATT.25UP.2.FE,0.02,2050
Canada,CAN,Wittgenstein Projection: Percentage of the population age 40-64 by highest level of educational attainment. Incomplete Primary. Total,PRJ.ATT.4064.S1.MF,0.0,2050
Canada,CAN,Wittgenstein Projection: Population age 20-24 in thousands by highest level of educational attainment. Incomplete Primary. Male,PRJ.POP.2024.S1.MA,0.36,2050
Central African Republic,CAF,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Lower Secondary. Total,PRJ.ATT.15UP.2.MF,0.18,2050
Central African Republic,CAF,Wittgenstein Projection: Percentage of the population age 20-39 by highest level of educational attainment. Lower Secondary. Total,PRJ.ATT.2039.2.MF,0.24,2050
Central African Republic,CAF,Wittgenstein Projection: Percentage of the population age 20-64 by highest level of educational attainment. Post Secondary. Male,PRJ.ATT.2064.4.MA,0.04,2050
Chad,TCD,Wittgenstein Projection: Percentage of the population age 20-64 by highest level of educational attainment. Post Secondary. Female,PRJ.ATT.2064.4.FE,0.03,2050
Chad,TCD,Wittgenstein Projection: Population in thousands by highest level of educational attainment. No Education. Male,PRJ.POP.ALL.NED.MA,2676.06,2050
World,WLD,Wittgenstein Projection: Percentage of the population age 20-24 by highest level of educational attainment. Incomplete Primary. Female,PRJ.ATT.2024.S1.FE,0.02,2050
World,WLD,Wittgenstein Projection: Percentage of the population age 40-64 by highest level of educational attainment. Lower Secondary. Female,PRJ.ATT.4064.2.FE,0.17,2050
World,WLD,Wittgenstein Projection: Population age 15-19 in thousands by highest level of educational attainment. Primary. Female,PRJ.POP.1519.1.FE,45895.07,2050
World,WLD,Wittgenstein Projection: Population age 20-24 in thousands by highest level of educational attainment. Incomplete Primary. Female,PRJ.POP.2024.S1.FE,7169.12,2050
Armenia,ARM,Wittgenstein Projection: Percentage of the population age 20-64 by highest level of educational attainment. Lower Secondary. Male,PRJ.ATT.2064.2.MA,0.02,2050
Armenia,ARM,Wittgenstein Projection: Population age 20-24 in thousands by highest level of educational attainment. Upper Secondary. Female,PRJ.POP.2024.3.FE,51.24,2050
Armenia,ARM,Wittgenstein Projection: Population in thousands by highest level of educational attainment. Post Secondary. Male,PRJ.POP.ALL.4.MA,266.03,2050
Puerto Rico,PRI,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Incomplete Primary. Total,PRJ.ATT.15UP.S1.MF,0.0,2050
Puerto Rico,PRI,Wittgenstein Projection: Percentage of the total population by highest level of educational attainment. Incomplete Primary. Female,PRJ.ATT.ALL.S1.FE,0.0,2050
Puerto Rico,PRI,Wittgenstein Projection: Percentage of the total population by highest level of educational attainment. Post Secondary. Female,PRJ.ATT.ALL.4.FE,0.46,2050
Puerto Rico,PRI,Wittgenstein Projection: Population in thousands by highest level of educational attainment. Lower Secondary. Female,PRJ.POP.ALL.2.FE,79.41,2050
China,CHN,Wittgenstein Projection: Mean years of schooling. Age 0-19. Total,PRJ.MYS.0T19.MF,2.9,2050
China,CHN,Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. Upper Secondary. Total,PRJ.ATT.1519.3.MF,0.66,2050
China,CHN,Wittgenstein Projection: Percentage of the population age 20-24 by highest level of educational attainment. Upper Secondary. Female,PRJ.ATT.2024.3.FE,0.34,2050
China,CHN,Wittgenstein Projection: Percentage of the population age 60+ by highest level of educational attainment. Post Secondary. Total,PRJ.ATT.60UP.4.MF,0.13,2050
China,CHN,Wittgenstein Projection: Population age 20-24 in thousands by highest level of educational attainment. Incomplete Primary. Male,PRJ.POP.2024.S1.MA,0.0,2050
Comoros,COM,Wittgenstein Projection: Mean years of schooling. Age 0-19. Female,PRJ.MYS.0T19.FE,1.7,2050
Comoros,COM,Wittgenstein Projection: Percentage of the total population by highest level of educational attainment. No Education. Male,PRJ.ATT.ALL.NED.MA,0.02,2050
Comoros,COM,Wittgenstein Projection: Population age 15-19 in thousands by highest level of educational attainment. Lower Secondary. Male,PRJ.POP.1519.2.MA,7.84,2050
Comoros,COM,Wittgenstein Projection: Population in thousands by highest level of educational attainment. Upper Secondary. Total,PRJ.POP.ALL.3.MF,135.34,2050
"Congo, Dem. Rep.",COD,Wittgenstein Projection: Mean years of schooling. Age 20-24. Female,PRJ.MYS.2024.FE,9.1,2050
"Congo, Dem. Rep.",COD,Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. Lower Secondary. Total,PRJ.ATT.1519.2.MF,0.61,2050
"Congo, Dem. Rep.",COD,Wittgenstein Projection: Percentage of the population age 40-64 by highest level of educational attainment. Incomplete Primary. Male,PRJ.ATT.4064.S1.MA,0.05,2050
"Congo, Dem. Rep.",COD,Wittgenstein Projection: Population age 20-24 in thousands by highest level of educational attainment. No Education. Female,PRJ.POP.2024.NED.FE,25.83,2050
India,IND,Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. Post Secondary. Female,PRJ.ATT.1519.4.FE,0.01,2050
India,IND,Wittgenstein Projection: Percentage of the population age 20-39 by highest level of educational attainment. No Education. Male,PRJ.ATT.2039.NED.MA,0.05,2050
India,IND,Wittgenstein Projection: Percentage of the total population by highest level of educational attainment. Incomplete Primary. Male,PRJ.ATT.ALL.S1.MA,0.02,2050
India,IND,Wittgenstein Projection: Population age 20-24 in thousands by highest level of educational attainment. Primary. Total,PRJ.POP.2024.1.MF,10055.53,2050
India,IND,Wittgenstein Projection: Population in thousands by highest level of educational attainment. Lower Secondary. Male,PRJ.POP.ALL.2.MA,100444.02,2050
Iraq,IRQ,Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. Upper Secondary. Female,PRJ.ATT.1519.3.FE,0.21,2050
Iraq,IRQ,Wittgenstein Projection: Population in thousands by highest level of educational attainment. Incomplete Primary. Female,PRJ.POP.ALL.S1.FE,639.2,2050
St. Lucia,LCA,Wittgenstein Projection: Mean years of schooling. Age 25+. Male,PRJ.MYS.25UP.MA,11.6,2050
St. Lucia,LCA,Wittgenstein Projection: Percentage of the population age 20-64 by highest level of educational attainment. Post Secondary. Total,PRJ.ATT.2064.4.MF,0.3,2050
St. Lucia,LCA,Wittgenstein Projection: Percentage of the population age 80+ by highest level of educational attainment. Upper Secondary. Female,PRJ.ATT.80UP.3.FE,0.18,2050
St. Vincent and the Grenadines,VCT,Wittgenstein Projection: Percentage of the population age 40-64 by highest level of educational attainment. Primary. Male,PRJ.ATT.4064.1.MA,0.37,2050
St. Vincent and the Grenadines,VCT,Wittgenstein Projection: Population age 15-19 in thousands by highest level of educational attainment. Upper Secondary. Female,PRJ.POP.1519.3.FE,1.32,2050
Sudan,SDN,Wittgenstein Projection: Mean years of schooling. Age 0-19. Female,PRJ.MYS.0T19.FE,1.7,2050
Sudan,SDN,Wittgenstein Projection: Percentage of the population age 20-24 by highest level of educational attainment. No Education. Female,PRJ.ATT.2024.NED.FE,0.09,2050
Sudan,SDN,Wittgenstein Projection: Percentage of the population age 40-64 by highest level of educational attainment. Incomplete Primary. Male,PRJ.ATT.4064.S1.MA,0.08,2050
Sudan,SDN,Wittgenstein Projection: Percentage of the population age 40-64 by highest level of educational attainment. Lower Secondary. Male,PRJ.ATT.4064.2.MA,0.03,2050
Sudan,SDN,Wittgenstein Projection: Percentage of the total population by highest level of educational attainment. Post Secondary. Female,PRJ.ATT.ALL.4.FE,0.11,2050
Suriname,SUR,Wittgenstein Projection: Percentage of the population age 40-64 by highest level of educational attainment. Incomplete Primary. Female,PRJ.ATT.4064.S1.FE,0.01,2050
Suriname,SUR,Wittgenstein Projection: Population age 15-19 in thousands by highest level of educational attainment. Incomplete Primary. Male,PRJ.POP.1519.S1.MA,0.19,2050
Suriname,SUR,Wittgenstein Projection: Population age 25-29 in thousands by highest level of educational attainment. Post Secondary. Total,PRJ.POP.2529.4.MF,6.84,2050
Suriname,SUR,Wittgenstein Projection: Population in thousands by highest level of educational attainment. Incomplete Primary. Female,PRJ.POP.ALL.S1.FE,4.93,2050
Turkmenistan,TKM,Wittgenstein Projection: Percentage of the population age 40-64 by highest level of educational attainment. Incomplete Primary. Female,PRJ.ATT.4064.S1.FE,0.0,2050
Turkmenistan,TKM,Wittgenstein Projection: Percentage of the population age 40-64 by highest level of educational attainment. Incomplete Primary. Male,PRJ.ATT.4064.S1.MA,0.0,2050
Vanuatu,VUT,Wittgenstein Projection: Mean years of schooling. Age 40-64. Female,PRJ.MYS.4064.FE,9.2,2050
